Korpusglosa,Lexikonglosa,ID
RYSA[VB],FÅ-GÅSHUD(4),01773
RYSK[JJ],,
RÄCKA[VB],RÄCKA(J),00106
RÄCKA-UPP-HAND[VB],RÄCKA-UPP-HAND(J),06072
RÄCKA*LÅTA-VARA[VB],,
RÄDD[VBS],RÄDD(7),03447
RÄDD[VBS],RÄDD(77b),03735
RÄDD(Lbt)[VB?],RÄDD(Lb),03515
RÄDDA[VB],RÄDDA(55b),01684
RÄKNA[VB],RÄKNA(J+5b)^ORD,11570
RÄTT[VBS],RÄTT(J+J),00387
RÄTTA[VB],RÄTTA(J+J),05043
RÄTTEGÅNG[NN],RÄTTEGÅNG(NN+vrids),04040
RÄTTEGÅNG[NN],RÄTTEGÅNG(NN),10291
RÄTTVIS[JJ],RÄTTVIS(J+J),06108
RÅ@b[INTERJ],RÅ@b,01953
RÅD@b[NN],RÅD@b,09182
RÅTTA[NN],RÅTTA(7b),03636
RÖD[JJ],RÖD(L),02751
RÖK[NN],RÖK(5),00877
RÖNTGEN[NN],RÖNTGA(J+5),00915
RÖNTGEN[NN],RÖNTGEN(5+5),13005
RÖR[NN],RÖR(SS),01473
RÖRA[VB],RÖRA(JJt),11296
RÖRA-PÅ-SIG[VB],RÖRA-PÅ-SIG(GG),16286
RÖST[NN],RÖST(L),02781
RÖST-ANVÄNDA[VB],,
RÖSTA[VB],RÖSTA(L),02782
RÖTTER[NN],,
RÖV[NN],RÖV(B),02344
RÖVARE[NN],RÖVARE(5b),01521
SA[VB],SA(L),02749
SAGA[NN],SAGA(Jv^J+Jv),01097
SAGA[NN],SAGA(J+Jvt),05456
SAK[NN],SAK(GG),02201
SAK.PL[NN],SAKER(GG),12125
SAKNA[VB],SAKNA(55b),00653
SAL[NN],SAL(JJ),10494
SALT[NN],,
SALVA[NN],SALVA(J+ner+J),00465
SALVA[NN],SALVA(J+upp+J),05224
SAMBO[NN],BO(J)^IHOP,05067
SAMBO[NN],SAMBO(^SS),00058
SAMHÄLLE[NN],SAMHÄLLE(J+5b:),01604
SAMHÄLLE[NN],SAMHÄLLE(5b),07240
SAMLA[VB],SAMLA(55b),01716
SAMLAS[VB],SAMLAS(SS),11026
SAMMA[PN],SAMMA(VV),04264
SAMMA1[VBS],,
SAMMANFATTA[VB],SAMMANFATTA(55),01057
SAMMANFATTNING[NN],SAMMANFATTA(A+5),07683
SAMMANHÅLLEN[VBS],,
SAMMANSLÅ[VB],,
SAMTALA[VB],,
SAMTIDIG[AB],SAMTIDIG(JJ),05700
SAMVETE[NN],SAMVETE(5b),01537
SAMVETE[NN],SAMVETE(5),04838
SAMVETE[NN],SAMVETE(G),05737
SAND[NN],,
SANN[VBS],,
SATSA[VB],SATSA(A),01280
SATSA[VB],SATSA(A+båge),03628
SCHEMA[NN],SCHEMA(5+5),00894
SE[VB],SE(V),04104
SE-UT[VB],SE(V)*UT@b,01368
SEDAN(J)[AB],SEDAN(J),00062
SEDAN(L)[AB],SEDAN(L),02845
SEG[JJ],SEG(QQ),03876
SEKRETERARE[NN],SEKRETERARE(J+7a),03986
SEKVENS[NN],SEKVENS(LL),11061
SEMESTER[NN],SEMESTER(JJ),00676
SEMESTER[NN],SEMESTER(5+5),05697
SEMLA[NN],,
SEMLA.PL[NN],,
SEN[AB],,
SENARE[AB],,
SENT[AB],SENT(J+S),01432
SEPARAT[VBS],,
SEPARERAD[VBS],SEPARERA(BB),02536
SERIE[NN],SERIE(L+L),02874
SERIE[NN],SERIE(7b),14708
SERIE[NN],SERIE(L+fram),14709
SERIESPEL[NN,,
SERIÖS[JJ]],,
SERVERA[VB],SERVERA(J),00225
SERVERA[VB],SERVERA(JJ),05540
SEX[RG],SEX(B),11950
SEXTIO[RG],SEXTIO(B),11911
SEXTON[RG],SEXTON(B),05015
SEXUAL[VBS],SEX(V),06126
SE*HUR[VB],,
SE*INTE[VB],SE(V)*INTE,04102
SE*UT@b[VB],SE(V)*UT@b,01368
SE*VISA[VB],SE(V)*VISA,12841
SIDA[NN],SIDA(J),00235
SIFFRA[NN],SIFFRA(55b),01739
SIGNAL[NN],SIGNAL(7a),03381
SILVER[NN],SILVER(J+fram+Lb),03541
SILVER[NN],SILVER(J+upp+Lb),08029
SIMMA[VB],SIMMA(JJ),00666
SIMMA-CRAWL[VB],FRISIM(JJvt),07998
SINNE[NN],SINNE(Lb),03472
SIST[AB],SIST(I+L),02963
SIST[AB],SIST(I+I),04480
SISTA[JJ],,
SITTA[VB],SITTA(N+N),04009
SITTA(Vb)[VBAV/VB?],SITTA(N+Vb),08200
SITTA(Vb).FL[VBAV?/VB?],,
SITTA(Vb).MULTI[VBAV?/VB?],,
SITTA(VVb)[VBAV?/VB?],,
SITTA(VVb).FL[VBAV?/VB?],,
SITTA(VVb).FL.RUNT[VBAV?/VB?],,
SITTA(VVb).MULTI[VBAV?/VB?],,
SITUATION[NN],SITUATION(J+L),03032
SJU[RG],SJU(7),11884
SJUA[RG],SJU(7),11884
SJUK[JJ],SJUK(J+Jv),08776
SJUK[JJ],SJUK(J+H),08750
SJUK[JJ],SJUK(J),13011
SJUKHUS[NN],,
SJUKSKÖTERSKA[NN],SKÖTERSKA(L),04992
SJUNGA[VB],SJUNGA(JJ),00521
SJUTTIO[RG],SJUTTIO(7),11912
SJUTTON[RG],SJUTTON(7),05016
SJÄLV[PN],SJÄLV(B),02365
SJÄLVA[PN],,
SJÄLVKLAR[INTERJ],SJÄLVKLART(BB),02483
SKA[VB],SKA(GG),02238
SKADA[VB],SKADA(J+Jvt),00319
SKADA[VB],SKADA(Jvt^J+Jvt),05192
SKADAD[VBS],,
SKAFFA[VB],SKAFFA(5b),01552
SKAFFA[VB],SKAFFA(J+5b),01584
SKALA[VB],SKALA(L+L),11473
SKALA[VB],SKALA(J+Jvt),08911
SKALA[VB],SKALA(J+V),14748
SKAPA[VB],SKAPA(J+O),00933
SKICKA[VB],SKICKA(G+7a),03422
SKICKA[VB],SKICKA(7o>7),07982
SKIDOR[NN],SKIDOR(JJ),00677
SKIDOR.ÅKA[VB],,
SKIFT[NN],SKIFT(LL),03112
SKILJA[VB],SKILJA(JJ),00667
SKILJA[VB],SKILJA(JJvt),11464
SKILJA[VB],SKILJA(BB),11445
SKILJAS-ÅT(B)[VB],FLYTTA-IFRÅN(BB+båge),02509
SKILJAS-ÅT(B)[VB],FLYTTA-IFRÅN(BB),07598
SKILJAS-ÅT(L)[VB],,
SKILJAS-ÅT(S)[VB],,
SKILLNAD[NN],SKILLNAD(JJ),00615
SKILLNAD[NN],SKILLNAD(JJvt),01190
SKIT[NN],SKIT(J+L),15469
SKIT[NN],SKIT(L),15762
SKITA*I@b[VB],,
SKIVA[NN],,
SKJORTA[NN],SKJORTA(BB),02472
SKJUTA-BOLL[VB],SKJUTA(G+7),14762
SKJUTA-MED-PISTOL[VB],SKJUTA(L>Lb),07690
SKJUTA-UPP[VB],SKJUTA-UPP(AA),15523
SKO[NN],SKO(GG),02224
SKOG[NN],SKOG(LL),03191
SKOJA[VB],SKOJA(Jvt),01094
SKOLA[NN],SKOLA(JJ),00617
SKORPION[NN],SKORPION(J+Lb),03289
SKORPION[NN],SKORPION(Lb),03526
SKORPION[NN],SKORPION(L+Lb),08024
SKOTTA[VB],SKOTTA(GG),02282
SKRATTA(B)[VB],SKRATTA(B),02369
SKRATTA(Lbt)[VB],SKRATTA(7b),03607
SKRATTA(Yb)[VB],SKRATTA(55b+fram),01704
SKRATTA(Yb)[VB],SKRATTA(55b+upp~),01745
SKRATTA(Yb)[VB],SKRATTA(55b+upp),04854
SKRATTA(Y)[VB],,
SKRIDSKOR[NN],SKRIDSKOR(JJ),00401
SKRIDSKOR.ÅKA[VB],SKRIDSKOR(JJ),00401
SKRIKA[VB],SKRIKA(VV),04424
SKRIVA[VB],SKRIVA(J+7a),03410
SKRIVA-TANGENTBORD[VB],,
SKRIVA-UPP[VB],ANTECKNA(J+H),04577
SKRIVA-UPP[VB],ANTECKNA(J+O>J),04949
SKRIVA-UPP[VB],ANTECKNA(J+Z),08402
SKRIVA-UT[VB],SKRIVA-UT(J+J),15454
SKRUMPNA[VBS/VB?],,
SKRUVA[VB],SKRUVA(J+N),02016
SKRÄCKSLAGEN[VBS],BLI-FÖRSKRÄCKT(SS),03340
SKRÄDDARE[NN],SKRÄDDARE(7a+7a),03385
SKRÄDDARE[NN],SKRÄDDARE(7o+7o),07553
SKRÄMMA[VB],SKRÄMMA(55),01012
SKRÄP[NN],SKRÄP(8o),04051
SKULLE[VB],SKULLE(GG),11860
SKULLE-VILJA(J)[VB],SKULLE-VILJA(J),00175
SKULLE-VILJA(L)[VB],SKULLE-VILJA(L),02778
SKUGGA[NN],,
SKYDD[NN],SKYDD(GG+bakom),04897
SKYDD[NN],SKYDD(JG+bakom),07970
SKYDD[NN],SKYDD(JJ+framför),08579
SKYDD[NN],SKYDD(JJ+bakom),11076
SKYDDA[VB],,
SKYLLA[VB],SKYLLA(L),02821
SKYLLA-PÅ-ANDRA[VB],,
SKYNDA[VB],SKYNDA(GG),02244
SKÄGG[NN],SKÄGG(Jv>A),00842
SKÄGG[NN],SKÄGG(Jv),08865
SKÄL[NN],,
SKÄLLA[VB],SKÄLLA(5b),01501
SKÄLLA[VB],SKÄLLA(O>5),07577
SKÄMMAS[VB],SKÄMMAS(Jvt),01080
SKÄMTA[VB],,
SKÄRA[VB],SKÄRA(J+J),12051
SKÅL[NN],SKÅL(JJvt),01200
SKÅDESPELARE[NN],SKÅDESPELARE(J+J),00301
SKÅDESPELARE[NN],SKÅDESPELARE(J+V),12280
SKÅP(J)[NN],SKÅP(JJ),03917
SKÅP(Q)[NN],SKÅP(Q),05004
SKÖLDPADDA[NN],SKÖLDPADDA(J+B),02408
SKÖN[JJ],SKÖN(J),00174
SKÖTA[VB],SKÖTA(55),00816
SKÖTERSKA[NN],,
SLAGSMÅL[NN],SLAGSMÅL(GG),00991
SLALOM[NN],SLALOM(Vb),04397
SLARVIG[VBS],SLARVIG(55),00972
SLAV[NN],SLAV(GG),11679
SLINGRA[VB],SLINGA-SIG-UR(LL),07417
SLIPPA[VB],SLIPPA(OO),01866
SLIPS[VB],SLIPS(7a),03365
SLITEN[VBS],,
SLOTT[NN],SLOTT(77v+från),03302
SLOTT[NN],SLOTT(77+ner),04893
SLOTT[NN],SLOTT(77v+mot),07929
SLOPA[VB],,
SLUMP[NN],SLUMP(L+L),15572
SLUT[VBS],SLUT(J+J+inåt),00311
SLUT[VBS],SLUT(J+J+ner),00340
SLUT[VBS],SLUT(J+J),14791
SLUTKÖRD[VBS],SLUTKÖRD(J),00092
SLUT(da)[VBS],,
SLUTA[VB],SLUTA(J+J),00312
SLUTA(V)[VB],AVBRYTA(V+V),04174
SLUTA(da)[VB],,
SLUTA-JOBB[VB],SLUTA(55>G),00951
SLUTEN[JJ],SLUTEN(JJ),00539
SLUTET[NN],SLUTET(J+J),10789
SLÄCKA[VB],SLÄCKA(JJt),00778
SLÄCKA[VB],SLÄCKA-LAMPA(5),00875
SLÄCKA[VB],SLÄCKA-LAMPA(55),09090
SLÄKT[NN],SLÄKT(LL),03156
SLÄNGA[VB],,
SLÄPPA[VB],SLÄPPA(OO),01887
SLÄPPA[VB],SLÄPPA(O),07396
SLÄPPA[VB],SLÄPPA(OO+slås),11082
SLÄPPA[VB],SLÄPPA(7),11083
SLÅ[VB],SLÅ(G),11468
SLÅ(J)[VB],,
SLÅ-IHJÄL-INSEKT[VB],,
SMAKA[VB],SMAKA(L),02747
SMAKA-INTE-GOTT[VB],,
SMAL[JJ],SMAL(JJ+kropp),00538
SMAL[JJ],SMAL(JJ),00596
SMAL[JJ],SMAL(SS),03717
SMAL[JJ],SMAL(77b),08061
SMART[JJ],SMART(8o)^ARE,04052
SMASKENS[VBS],,
SMITA[VB],SMITA(J+N),03995
SMITTA[VB],SMITTA(OO),13058
SMS@b[NN],SMS@b,09224
SMUTSIG[JJ],SMUTSIG(J+Jvt),01150
SMUTSIG[JJ],SMUTSIG(G),01919
SMYGA[VB],SMYGA(JJ),00674
SMÄLL(B)[NN],SMÄLL(BB),09953
SMÄLL(Yt)[NN],SMÄLL(55[bm]),01644
SMÄLL(Yt)[NN],SMÄLL(55[bam]),07264
SMÄLLA[VB],SMÄLLA(55b>5),04138
SMÄLTA-NER[VB],SMÄLTA(JJt),00775
SMÅ(J)[JJ],,
SMÅ(L)[JJ],SMÅ(L),02204
SMÖR[NN],,
SMÖRGÅS[NN],SMÖRGÅS(J+J),00481
SMÖRJA-IN[VB],,
SNABB[JJ],SNABB(L),02649
SNABB@b[JJ],SNABB(Nt),03935
SNABB@b[JJ],SNABB(8>G),07410
SNART[AB],SNART(L+L),03171
SNEDÖGD[VBS],,
SNICKARE[NN],SNICKARE(GG),02191
SNICKARE(Q)[NN],SNICKARE(GG),02191
SNICKRA[VB],,
SNUSKIG[JJ],SNUSK(B),03736
SNYGG@b[JJ],SNYGG@b,10851
SNYGG(H)[JJ],SNYGG(HH),00598
SNÄLL[JJ],SNÄLL(J+m),05061
SNÄLL[JJ],SNÄLL(J),00053
SNÖ[NN],,
SNÖA[VB],,
SNÖRE[NN],SNÖRE(LL),03097
SNÖSKOTER[NN],,
SOCIAL[JJ],SOCIAL(SS),01478
SOCIONOM[NN],SOCIONOM(SS),15943
SOFFA[NN],SOFFA(JJ),00669
SOFFA[NN],SOFFA(VV),15815
SOL[NN],SOL(L),02547
SOLSTRÅLA[VB],,
SOLUPPGÅ[VB],,
SOLA[VB],SOLA(5),10462
SOLDAT[NN],SOLDAT(GG+vrids),02141
SOM[KN],SOM(VV),04289
SOM[KN],SOM(V),08286
SOM(S)[KN],,
SOMMAR[NN],SOMMAR(J>B+ner),04723
SOMMAR[NN],SOMMAR(J+ner),05072
SOMMAR[NN],SOMMAR(J+upp),09056
SOMMAR[NN],SOMMAR(J>B+upp),00067
SOMMAR*FÖRR-I-TID(S)[AB],,
SOMNA[VB],SOMNA(JJvt),01226
SON[NN],SON(G),01944
SOPOR[NN],SOPOR(J+Jvt),08352
SORG[NN],SORG(G),01981
SORTERA[VB],SORTERA(OO),01886
SOVA[VB],SOVA(7v),03253
SOVA(J)[VB],SOVA(J),00049
SPADE[NN],,
SPARA[VB],SPARA(Jvt^J+Jvt),01101
SPARKA[VB],,
SPECIELL[JJ],SPECIELL(J+L),02989
SPEGEL[NN],SPEGEL(J),00282
SPEGEL[NN],SPEGEL(5),05186
SPEL[NN],SPEL(OO),01875
SPELA[VB],,
SPELA-INGEN-ROLL[VB/INTERJ?],SPELAR-INGEN-ROLL(LL),02011
SPELA-KORT[VB],SPELA-KORT(Q+Q),15965
SPELARE[NN],SPELARE(LLb+cirkel),14823
SPELARE[NN],SPELARE(LLb),14824
SPELARE[NN],SPELARE(LLb+in),14826
SPELARÖVERGÅNG[NN],,
SPENDERA[VB],,
SPETS[NN?],SPETS(L+7v),15767
SPIK[NN],SPIK(Q),14835
SPIKA[VB],,
SPINDEL[NN],SPINDEL(55b+fram),01715
SPINDEL[NN],SPINDEL(55b+upp),07338
SPINDEL.GÅ[VB],SPINDEL(55b+fram),01715
SPINDEL.GÅ[VB],SPINDEL(55b+upp),07338
SPIS[NN],SPIS(QQ),03918
SPLITTRA[VB],SPLITTRA(OO),15930
SPONTAN[JJ],SPONTAN(OO),01860
SPORT[NN],SPORT(BB),02521
SPORTA[VB],,
SPRIDA[VB],SPRIDA(OO),01882
SPRINGA[VB],SPRINGA(GG),02208
SPRINGA(G)[VB],SPRINGA(GG),02208
SPRINGA(Lb)[VB],LÖPA(LL),03173
SPRINGA(Vb)[VB],SPRINGA(J+V),04196
SPRIT[NN],SPRIT(B),02334
SPRÄNGA[VB],SPRÄNGA(55b>GG),01689
SPRÅK[NN],SPRÅK(5+5),00878
SPY[VB],SPY(O>5),01761
SPY[VB],SPY(OO>5),08981
SPÄNNANDE[JJ],SPÄNNANDE(GG),02219
SPÄRRAD[VB],SPÄRR(YY),11096
SPÅRA-UR[VB],SPÅRA-UR(J+J),00399
SQUASH[NN],SQUASH(G),07627
STACKARS[INTERJ],STACKARS(J+m),00199
STACKARS[INTERJ],STACKARS(J),11070
STAD[NN],STAD(JJ),05299
STADIGVARANDE[VBS],STABIL(GG),04323
STADIUM[NN],STADIUM(SS),10824
STAKET[NN],,
STAN[NN],STAN(N),04593
STANNA[VB],STANNA(JJ),08129
STANSOPERATRIS[NN],,
STAPLA[VB],,
STARK[JJ],STARK(GG),02278
STARK[JJ],STARK(G),07521
STARK[JJ],STARK(G+upp),11098
STARK.MYCKET[JJ],,
START[NN],START(J+Q),14854
START[NN],START(Q),14108
STARTA[VB],STARTA(J+Q),03854
STAT[NN],STAT(J+5b),15297
STATISTIK[NN],STATISTIK(L+L),11616
STATISTIK[NN],STATISTIK(J+L),11618
STATUS[NN],STATUS(7b),03663
STAV[NN],,
STAVAR[NN],STAVAR(G+G),14867
STEG[NN],STEG(JJ),05315
STEKA[VB],STEKA(J+J+ner),06302
STEKA[VB],STEKA(J+J+upp),08600
STEL[VBS],STEL(J+L),02881
STEN[NN],STEN(G+G),02090
STICKA[VB],STICKA(LL),03137
STIGA-AV[VB],,
STIGA-UPP[VB],STIGA-UPP(J+Vb),02009
STILLA[AB?],,
STIMULERA[VB],STIMULERA(OO>5),01879
STIMULERA[VB],STIMULERA(JJ),08130
STJÄLA[VB],STJÄLA(J+5b),01618
STJÄRNA[NN],STJÄRNA(LL),03195
STOL[NN],STOL(N+N),03997
STOLT[JJ],STOLT(L),02644
STOPP[NN],STOPP(J),11109
STOPPA-I[VB],,
STOR[JJ],STOR(JJ),00607
STOR-PERSON[JJ],STOR(J),05680
STRAFF[NN],STRAFF(Q^J+Q),03477
STRAFF[NN],STRAFF(Q),04901
STRAFF[NN],STRAFF(^Q),09343
STRAFF[NN],STRAFF(Q+Q),12931
STRAND[NN],,
STRESS[NN],,
STRIPPA[VB],STRIPPA(OO),04585
STRONG[JJ],,
STRUMPOR[NN],,
STRUNTA[VB],,
STRYPA[VB],STRYPA(SS+vrids),01450
STRYPA[VB],STRYPA(SS+m),01451
STRYPA[VB],STRYPA(SS),05659
STRÄCKÖVA[VB],,
STRÄNG[JJ?],STRÄNG(7a),03364
STRÖM[NN],STRÖM(VVb),08338
STUDENT(B)[NN],STUDENT(B>J),01751
STUDENT(B)[NN],STUDENT(B),02298
STUDENT(Q)[NN],STUDENT(Q),03770
STUDERA[VB],STUDERA(B),14369
STUGA[NN],STUGA(JJ),08077
STUND[NN],STUND(G+L+slåsfram),03006
STUND[NN],STUND(G+L+slåsvähö),03009
STUND[NN],STUND(L),04885
STUND[NN],STUND(J+L),07823
STYCK[NN],STYCK(L),04603
STYRA[VB],STYRA(QQ),03909
STYRELSE[NN],STYRELSE(G),01978
STYRKETRÄNA[VB],STYRKETRÄNA(GG),04729
STÄLLA-UPP[VB],STÄLLA(J+Vb)^UPP,01666
STÄLLD[VBS],,
STÄMMA[INTERJ],,
STÄMMA[VB],STÄMMA(J+J),00369
STÄMNING[NN],,
STÄMPLA[VB],STÄMPLA(J+G),15774
STÄMPLA[VB],STÄMPLA(J+G:),15775
STÄNGA[VB],STÄNGA(J+J),00360
STÄNGA-AV[VB],,
STÅ[VB],STÅ(J+N),03035
STÅ[VB],STÅ(J+V),04218
STÅ(N)[VB?/VBAV?],,
STÅ(N).VÄND[VB?/VBAV?],,
STÅ(NN)[VB?/VBAV?],,
STÅ(NN).MULTI[VB?/VBAV?],,
STÄDA[VB],STÄDA(J+J),00446
STÖD[NN],STÖD(JG),07515
STÖD[NN],STÖD(GJ+upp),11117
STÖDJA[VB],STÖDJA(JG+upp),02253
STÖDJA[VB],STÖDJA(JG),07519
STÖRA[VB],STÖRA(J+J),00353
STÖRRE[JJ],,
STÖRST[JJ],STÖRST(BB),12520
STÖVEL[NN],,
SUBSTANTIV[NN],SUBSTANTIV(GG),11628
SUGEN-PÅ[VBS],SUGEN-PÅ(7b),03617
SUMMA[NN],SUMMA(J+Jt+vä),00902
SUMMA[NN],SUMMA(J+Jt+inåt),05403
SUPA[VB],SUPA(B),02328
SUPA[VB],SUPA(B+inv),04494
SUPA[VB],SUPA(Y),07530
SUPA[VB],SUPA(Y+inv),08370
SUPPLEANT[NN],SUPPLEANT(B+B),02424
SUR[JJ],,
SVAG[JJ],SVAG(J+öarm),00147
SVAG[JJ],SVAG(Bridge)(öarm+J),11122
SVAMLA[VB],,
SVANS-VIFTA[VB],,
SVARA[VB],SVARA(J),05673
SVARSLÖS(L)[VBS],BLEV-TYST(L),02707
SVART[JJ],SVART(JJ),05037
SVART[JJ],SVART(J),00017
SVARVA[VB],SVARVA(GG),08161
SVARVARE[NN],SVARVARE(QQ),03913
SVARVARE[NN],SVARVARE(GG),08164
SVENSK[NN],SVENSK(Jv),01741
SVENSKA[JJ],SVENSKA(Jv),02924
SVETSA[VB],SVETS(J+7),03244
SVETSA[VB],SVETS(7),07907
SVETTAS[VB],SVETTAS(55b),01641
SVÄLLA[VB],,
SVÄLTA[VB],SVÄLTA(JJ),07748
SVÄNGA-AV[VB],,
SVÄRA[VB],,
SVÅR[JJ],SVÅR(B),02293
SY[VB],SY(H+H),03399
SY[VB],SY(7a+7a),07976
SYD[NN],SYD(J),11129
SYFTE[NN],SYFTE(L),02622
SYN[NN],SYN(N),05356
SYN[NN],SYN(V+öga),13640
SYND[AB],SYND(J),07580
SYNDA[VB],,
SYNS[VB],SYNS(Vb),04357
SYO@b[NN],,
SYSKON[NN],SYSKON(LLb),03564
SYSTER[NN],SYSTER(LLb),03513
SYSTER[NN],SYSTER(Jvt^LLb),03892
SÄGA[VB],SÄGA(L),02694
SÄGA-TILL[VB],SÄGA-TILL(Lb),03499
SÄGA-TILL1[VB],,
SÄGA-UPP[VB],SÄGA-UPP-SIG(L^LL),02703
SÄGA-UPP[VB],SÄGA-UPP-SIG(L),07705
SÄKER[JJ],SÄKER(J+J),00388
SÄLJA[VB],SÄLJA(J+5>G),01571
SÄLJA[VB],SÄLJA(J+G>5),02068
SÄLLAN[AB],SÄLLAN(7v),03280
SÄLLSKAP(L)[VBS],,
SÄLLSKAP(V)[VBS],,
SÄMRE[VBS],SÄMRE(J+L),03029
SÄMST[JJ],SÄMST(B),02380
SÄNDA[VB],SÄNDA(G+7a),03742
SÄNDA[VB],SÄNDA(7a),08073
SÄNG[NN],,
SÄSONG[NN],,
SÄTT[NN],SÄTT(GG),02203
SÄTTA-IGÅNG[VB],SÄTTA-IGÅNG(GG),02153
SÄTTA-SIG[VB],,
SÅ[PN],SÅ(VV),04261
SÅ[PN],SÅ(V),08273
SÅ-ATT-SÄGA[AB],SÅ-ATT-SÄGA(VV),08728
SÅDAN[PN],,
SÅDÄR[AB],SÅDÄR(5),00873
SÅDÄR[AB],SÅDÄR(JJ),01002
SÅG[VB],SÅG(G),09226
SÅGA[VB],SÅGA(D+J),05360
SÅGA[VB],SÅGA(J),08523
SÅG*INTE[VB],,
SÅLD[VBS],,
SÖDER[AB],SÖDER(J+slås),00271
SÖDER[AB],SÖDER(D),00284
SÖKA[VB],SÖKA(Vb),04382
SÖMNIG[VBS],,
SÖNDAG[NN],SÖNDAG(S),01416
SÖNDER[AB?],SÖNDER(GG),02229
SÖNDER[AB?],SÖNDER(55>G),07505
SÖRJA[VB],,
SÖT[JJ],SÖT(L:),02727
SÖT[JJ],SÖT(L),07578
TA[VB],TA(5),01548
TABBA-SIG(B)[VB],,
TABBA-SIG(J)[VB],GÖRA-TABBE(J+J),00454
TABBA-SIG(Q)[VB],GÖRA-TABBE(QQ),05369
TABELL[NN],TABELL(J+7b),03684
TA.NORPA[VB],RAGGA-UPP(V),08422
TA-BORT[VB],TA-BORT(J+J),12320
TA-BORT[VB],TA-BORT(J+J+in),10979
TA-EMOT(Ao)[VB],,
TA-IFRÅN[VB],,
TA-MED[VB],,
TA-NYPA-LUFT[VB],,
TA-REDA-PÅ(Vb)[VB],KOLLA(Vb),04358
TA-SIG-DIT[VB],,
TA-SIG-SAMMAN[VB],TA-SIG-SAMMAN(LL),03092
TA-UPP[VB],TA-UPP(J+5b>G),01598
TA-UT[VB],,
TA-UT-SIG[VB],,
TA-ÖVER[VB],ÖVERTA(55b),01713
TACK[INTERJ],TACK(T),03442
TACK[INTERJ],TACK(7+haka),15805
TACKA[VB],TACKA(T),03443
TACK-VARE[KN],,
TACK*VARE@b[KN],,
TAL[NN],TAL(L),09065
TALA[VB],TALA(L),02696
TALA-OM[VB],TALA-OM(LL),02768
TALA-OM[VB],TALA-OM(L>5),07733
TALA-OM1[VB],,
TALET[NN],TALET(J+J),15259
TAND[NN],TAND(L),02746
TANDBORSTA[VB],BORSTA-TÄNDER(L),02705
TANDBORSTA[VB],BORSTA-TÄNDER(Q),07707
TANT[NN],TANT(L),02648
TAPPA[VB],TAPPA(55),00967
TAPPA[VB],TAPPA(OO>5),01868
TAPPA-HAKA[VB],,
TAPPA-TRÅDEN[VBS],TAPPA-TRÅDEN(L+L),03886
TAVLA[NN],TAVLA(LL),03152
TAXI[NN],TAXI(D),00001
TAXI@b[NN],TAXI@b,01728
TA-EMOT[VB],TA-EMOT(55b),15829
TA*MED[VB],TA-MED(5),07789
TEATER[NN],TEATER(J+J),00303
TEATER.SPELA[VB],TEATER(J+J),00303
TECKEN[NN],TECKEN(55),11644
TECKENSPRÅK[NN],TECKENSPRÅK(5+5),05382
TECKNA[VB],TECKNA(55),00998
TECKNA.BEHÄRSKA[VB],TECKNA-SOM-INFÖDD(OO),00988
TECKNA.FLYT[VB],FLYTANDE-TECKENSPRÅK(55),15970
TECKNA.GEST[VB],,
TECKNA.SPRÅKA[VB],PRATA-TECKENSPRÅK(5+5),00888
TEKNIK[NN],TEKNIK(J+V),04215
TELEFON[NN],TELEFON(Y),04490
TELEFON(G)[NN],TELEFON(Y),04490
TELEFON(Q)[NN],TELEFON(Q),03776
TEMA[NN],TEMA(7b),03664
TEMABOJ[BOJ],(boj),00645
TEMPO[NN],,
TEMPUSTECKEN[NN/?],,
TENNIS[NN],TENNIS(G),01997
TENNIS[NN],TENNIS(J),13760
TENNIS.SPELA[VB],TENNIS(G),01997
TENTA[NN],TENTA(J+7a),03411
TERMIN[NN],TERMIN(J+J),15761
TEST[NN],TEST(Vb+upp),09744
TEST[NN],TEST(Vb+fram),11656
TEST[NN],TEST(Vb+Vb),11657
TEX@b[KN],TEX@b,09229
TEXT[NN],TEXT(5+5),11658
TEXT(V)[NN],,
TEXTA[VB],SKRIVA(J+7a),03410
TEXTREMSA[NN],,
TEXTTELEFON[NN],TEXT(B)^TELEFON,16551
TID(J)[NN],TID(J),00268
TID(L)[NN],TID(J+L),03010
TID(L)[NN],TID(G+L),07824
TID(Lv)[NN],,
TID-BAKÅT[AB],FÖRE(J+J),00298
TID-FRAM.FRÅN[AB],,
TID-FRAM.TILL[AB],HITTILLS(5+5),01764
TID-FRAMÅT[AB],,
TID-OMKRING[AB],UNGEFÄR(J+upp),00267
TID-OMKRING[AB],UNGEFÄR(J),08999
TID-SNURRA.FORT[VB],,
TID-UPPÅT[AB],,
TIDEN-GÅR[VB],TIDEN-GÅR(LL),03121
TIDEN-GÅR(J)[VB],TIDEN-GÅR(LL),03121
TIDEN-GÅR(Y)[VB],,
TIDIG[JJ],TIDIG(GG),02197
TIDIG[JJ],TIDIG(YY),07499
TIDNING[NN],TIDNING(J+J),00339
TIDNING[NN],TIDNING(St+St),05203
TIDSPERIOD[NN],,
TIGGA[VB],TIGGA(J),00237
TILL[PP],TILL(J+J),00328
TILLBAKA[AB],TILLBAKA(J+J),00294
TILLBAKA.DIT[AB],TILLBAKA.DIT(J+vrids),07538
TILLBAKA.HIT[AB],TILLBAKA.HIT(J+vrids),10643
TILLFREDSTÄLLD[VBS],TRYGG(88),15780
